) for {0},) für {0},
A {0} exists between {1} and {2} (,Ein {0} existiert zwischen {1} und {2} (,
Absent,Abwesend,
Accrual Journal Entry for salaries from {0} to {1},Abgrenzungsjournalbuchung für Gehälter von {0} bis {1},
Add to Details,Zu Details hinzufügen,
Added to details,Zu Details hinzugefügt,
All Jobs,Alle Jobs,
Allocated Leaves,Zugewiesene Abwesenheiten,
Annual Salary,Jahresgehalt,
Application period cannot be across two allocation records,"Der beantragte Zeitraum kann sich nicht über zwei Zuteilungen erstrecken",
Application period cannot be outside leave allocation period,"Der beantragter Zeitraum kann nicht außerhalb des Zeitraums liegen, für den das Abwesenheitskontingent gewährt wurde",
Apply Now,Jetzt bewerben,
Apprentice,Auszubildende(r),
Approval Status,Genehmigungsstatus,
Approval Status must be 'Approved' or 'Rejected',"Genehmigungsstatus muss ""Genehmigt"" oder ""Abgelehnt"" sein",
As per your assigned Salary Structure you cannot apply for benefits,Gemäß Ihrer aktuellen Gehaltsstruktur können Sie keine Leistungen beantragen.,
Assign,Zuweisen,
Assign Salary Structure,Lohnstruktur zuordnen,
Assign to Employees,Einem Mitarbeiter zuordnen,
Assigning Structures...,Zuordnung von Strukturen.....,
Attendance,Anwesenheit,
Attendance From Date and Attendance To Date is mandatory,"""Anwesenheit ab Datum"" und ""Anwesenheit bis Datum"" sind zwingend",
Attendance for employee {0} is already marked for this day,Die Teilnahme für Mitarbeiter {0} ist bereits für diesen Tag markiert,
Attendance not submitted for {0} as it is a Holiday.,"Die Teilnahme wurde nicht für {0} übermittelt, da es sich um einen Feiertag handelt.",
Bank Entries,Bank-Einträge,
Base,Basis,
Beginner,Anfänger,
Birthday Reminder,Geburtstagserinnerung,
Bonus Payment Date cannot be a past date,Das Bonuszahlungsdatum kann kein vergangenes Datum sein,
Calls,Anrufe,
Cannot find active Leave Period,Aktive Abwesenheitsperiode kann nicht gefunden werden,
Casual Leave,Erholungsurlaub,
Claimed Amount,Anspruchsbetrag,
Compensatory Off,Ausgleich für,
Contact Number,Kontaktnummer,
Course,Kurs,
Create Disbursement Entry,Auszahlungsbeleg erstellen,
Create Salary Slip,Gehaltsabrechnung erstellen,
Create Salary Slips,Gehaltszettel erstellen,
Creating Payment Entries......,Zahlungseinträge erstellen ......,
Creating Salary Slips...,Lohnzettel erstellen ...,
Current,Laufend,
Current Job Openings,Aktuelle Stellenangebote,
Daily Work Summary,Tägliche Arbeitszusammenfassung,
Daily Work Summary Group,Tägliche Arbeitszusammenfassungsgruppe,
Date is repeated,Ereignis wiederholen,
Debit A/C Number,A / C-Nummer belasten,
Deduction,Abzug,
Document Status,Dokumentenstatus,
Earning,Einkommen,
Earnings & Deductions,Verdienste & Abzüge,
Employee A/C Number,Mitarbeiter-A / C-Nummer,
Employee Benefits,Vergünstigungen an Mitarbeiter,
Employee Grade,Mitarbeiterklasse,
Employee Referral,Mitarbeiterempfehlung,
Employee relieved on {0} must be set as 'Left',"Freigestellter Angestellter {0} muss als ""entlassen"" gekennzeichnet werden",
Employee {0} already submited an apllication {1} for the payroll period {2},Mitarbeiter {0} hat bereits eine Bewerbung {1} für die Abrechnungsperiode {2} eingereicht,
Employee {0} has no maximum benefit amount,Der Mitarbeiter {0} hat keinen maximalen Leistungsbetrag,
Employee {0} is not active or does not exist,Mitarbeiter {0} ist nicht aktiv oder existiert nicht,
Employee {0} is on Leave on {1},Mitarbeiter {0} ist am {1} abwesend,
Employee {0} on Half day on {1},Mitarbeiter {0} am {1} nur halbtags anwesend,
End time cannot be before start time,Die Endzeit darf nicht vor der Startzeit liegen,
Evaluation,Beurteilung,
Event Location,Veranstaltungsort,
Event Name,Veranstaltungsname,
Expense Claim for Vehicle Log {0},Auslagenabrechnung für Fahrtenbuch {0},
Expense Claim {0} already exists for the Vehicle Log,Auslagenabrechnung {0} existiert bereits für das Fahrtenbuch,
Fill the form and save it,Formular ausfüllen und speichern,
Filter Employees By (Optional),Mitarbeiter filtern nach (optional),
Fiscal Year {0} not found,Das Geschäftsjahr {0} nicht gefunden,
Food,Lebensmittel,
For Employee,Für Mitarbeiter,
From Date {0} cannot be after employee's relieving Date {1},Ab Datum {0} kann nicht nach dem Entlastungsdatum des Mitarbeiters sein {1},
From Date {0} cannot be before employee's joining Date {1},Von Datum {0} kann nicht vor dem Beitrittsdatum des Mitarbeiters sein {1},
From date can not be less than employee's joining date,Ab dem Datum darf nicht weniger als das Beitrittsdatum des Mitarbeiters sein,
Fuel Price,Kraftstoff-Preis,
Fuel Qty,Kraftstoff-Menge,
Full-time,Vollzeit,
Future dates not allowed,Zukünftige Termine sind nicht erlaubt,
Get Details From Declaration,Details aus der Deklaration abrufen,
Get Employees,Holen Sie sich Mitarbeiter,
Gross Pay,Bruttolohn,
Guest,Gast,
Half Day,Halbtags,
Half Day Date is mandatory,Das Halbtagesdatum ist obligatorisch,
Half Day Date should be between From Date and To Date,Halbtages Datum sollte zwischen Von-Datum und eine aktuelle,
Half Day Date should be in between Work From Date and Work End Date,Das Halbtagesdatum sollte zwischen Arbeitstag und Enddatum liegen,
Half day date should be in between from date and to date,Der halbe Tag sollte zwischen Datum und Datum liegen,
Hello,Hallo,
House rent paid days overlapping with {0},Hausmiete bezahlte Tage überlappend mit {0},
House rented dates required for exemption calculation,"Mietdaten für das Haus, die für die Berechnung der Befreiung benötigt werden",
